state,district,financial_year,region,state_category,person_days_lakhs,expenditure_lakhs,avg_wage_rate,households_demanded,households_offered,households_availed,works_completed,rainfall_mm,crop_season_index,rural_population_lakhs,poverty_rate_pct,pmkisan_beneficiaries,pmkisan_amount_lakhs,pmay_houses_sanctioned,pmay_houses_completed,pmay_expenditure_lakhs,budget_allocated_lakhs
Madhya Pradesh,Madhya Pradesh_District_46,2014-15,Region_2,high,13.66,2268.77,162,1365.0,,1108.0,15.0,884.93,0.85,19.26,28.91,656877.0,38811.82,,1580.0,2355.36,2435.56
Madhya Pradesh,Madhya Pradesh_District_46,2015-16,Region_2,high,12.66,2318.16,176,1265.0,1202.0,1065.0,11.0,1050.64,0.8,19.26,28.61,734045.0,43795.76,,430.0,593.48,2477.47
Madhya Pradesh,Madhya Pradesh_District_46,2016-17,Region_2,high,12.9,2590.52,190,1289.0,1114.0,1002.0,14.0,1176.1,0.1,19.26,28.31,545846.0,33369.57,3810.0,2286.0,2753.83,3061.99
Madhya Pradesh,Madhya Pradesh_District_46,2017-18,Region_2,high,13.14,2487.85,204,1314.0,1242.0,1195.0,13.0,1066.61,0.61,19.26,28.01,496438.0,29609.13,2043.0,1327.0,1722.45,2702.89
Madhya Pradesh,Madhya Pradesh_District_46,2018-19,Region_2,high,13.38,2734.15,218,1338.0,1283.0,1214.0,15.0,940.42,0.6,19.26,27.71,,26548.6,2936.0,2055.0,2844.8,3067.79
Madhya Pradesh,Madhya Pradesh_District_46,2019-20,Region_2,high,13.62,2957.94,232,1362.0,1242.0,1161.0,13.0,1123.66,0.02,19.26,27.41,646788.0,38731.51,2001.0,1500.0,1936.62,3288.16
Madhya Pradesh,Madhya Pradesh_District_46,2020-21,Region_2,high,20.1,4800.19,246,2009.0,1719.0,1681.0,18.0,1184.62,0.42,19.26,27.11,433884.0,25897.41,3823.0,3058.0,3939.24,5454.0
Madhya Pradesh,Madhya Pradesh_District_46,2021-22,Region_2,high,14.1,3385.67,260,,1258.0,1187.0,14.0,1090.15,0.6,19.26,26.81,431248.0,25526.42,3383.0,2875.0,4151.57,3732.43
Madhya Pradesh,Madhya Pradesh_District_46,2022-23,Region_2,high,15.77,3907.08,274,1577.0,1497.0,1350.0,17.0,895.63,0.72,19.26,26.51,657928.0,39994.78,1785.0,1606.0,2016.39,4672.03
Madhya Pradesh,Madhya Pradesh_District_46,2023-24,Region_2,high,16.04,4926.78,288,1603.0,1365.0,1223.0,17.0,817.77,0.28,19.26,26.21,415152.0,24976.22,2430.0,2308.0,2781.8,5347.51
Madhya Pradesh,Madhya Pradesh_District_47,2014-15,Region_3,high,12.17,1958.54,162,1216.0,1095.0,1033.0,14.0,1105.84,0.97,20.79,20.76,426177.0,25517.68,3248.0,1624.0,2104.0,2283.39
Madhya Pradesh,Madhya Pradesh_District_47,2015-16,Region_3,high,12.41,2377.1,176,1240.0,1096.0,963.0,,940.9,0.88,20.79,20.46,606451.0,35962.49,3681.0,2024.0,2601.5,2591.25
Madhya Pradesh,Madhya Pradesh_District_47,2016-17,Region_3,high,12.64,2220.91,190,1264.0,1151.0,1072.0,14.0,1138.24,0.11,20.79,20.16,511340.0,31069.85,1557.0,934.0,1310.43,2475.43
Madhya Pradesh,Madhya Pradesh_District_47,2017-18,Region_3,high,14.17,3013.58,204,1416.0,,1085.0,,701.65,0.43,20.79,19.86,687385.0,40804.27,1326.0,861.0,1035.77,3377.46
Madhya Pradesh,Madhya Pradesh_District_47,2018-19,Region_3,high,12.46,2832.65,218,1245.0,1197.0,1018.0,14.0,1280.58,0.36,20.79,19.56,557716.0,34119.37,1636.0,,1535.97,3124.66
Madhya Pradesh,Madhya Pradesh_District_47,2019-20,Region_3,high,13.35,3308.78,232,1334.0,1263.0,1236.0,13.0,931.13,0.41,20.79,19.26,608375.0,35903.97,4984.0,3738.0,5104.09,3821.88
Madhya Pradesh,Madhya Pradesh_District_47,2020-21,Region_3,high,19.7,4521.83,246,1969.0,1748.0,1520.0,21.0,1135.57,0.04,20.79,18.96,441564.0,26050.47,1843.0,1474.0,1996.17,5023.49
Madhya Pradesh,Madhya Pradesh_District_47,2021-22,Region_3,high,13.82,3921.3,260,1381.0,1344.0,1191.0,15.0,1014.62,0.29,20.79,18.66,656321.0,38965.74,1679.0,1427.0,1922.66,4363.96
Madhya Pradesh,Madhya Pradesh_District_47,2022-23,Region_3,high,14.05,3969.46,274,1405.0,1228.0,1128.0,,983.25,0.94,20.79,18.36,634634.0,38505.77,3960.0,3564.0,4655.53,4581.32
Madhya Pradesh,Madhya Pradesh_District_47,2023-24,Region_3,high,13.57,4006.87,288,1357.0,,1106.0,11.0,1277.86,0.9,20.79,18.06,778364.0,46732.96,2233.0,2121.0,2581.47,4436.07
Madhya Pradesh,Madhya Pradesh_District_48,2014-15,Region_4,high,12.21,2009.9,162,1221.0,1111.0,968.0,9.0,736.16,0.81,16.87,37.98,543028.0,33130.1,978.0,489.0,617.75,2222.01
Madhya Pradesh,Madhya Pradesh_District_48,2015-16,Region_4,high,12.45,2090.45,176,1245.0,1201.0,1029.0,,613.71,0.05,16.87,37.68,526477.0,31789.24,2154.0,1184.0,1698.56,2247.21
Madhya Pradesh,Madhya Pradesh_District_48,2016-17,Region_4,high,10.96,2188.36,190,1095.0,1004.0,928.0,9.0,1211.63,0.88,16.87,37.38,620906.0,37681.98,3454.0,2072.0,2776.18,2614.37
Madhya Pradesh,Madhya Pradesh_District_48,2017-18,Region_4,high,11.75,2466.45,204,1175.0,,981.0,12.0,937.48,0.26,16.87,37.08,470311.0,28000.44,2331.0,1515.0,2078.84,2748.17
Madhya Pradesh,Madhya Pradesh_District_48,2018-19,Region_4,high,11.97,2383.04,218,1196.0,1073.0,1035.0,13.0,1038.4,0.01,16.87,36.78,446363.0,27251.19,844.0,590.0,878.14,2590.03
Madhya Pradesh,Madhya Pradesh_District_48,2019-20,Region_4,high,11.57,2649.11,232,1157.0,1037.0,954.0,12.0,1318.45,0.64,16.87,36.48,621496.0,37142.44,2434.0,1825.0,2271.13,2800.46
Madhya Pradesh,Madhya Pradesh_District_48,2020-21,Region_4,high,17.97,4455.99,246,1797.0,1573.0,1447.0,,1020.15,0.19,16.87,36.18,485320.0,29468.12,2578.0,2062.0,2566.39,5162.6
Madhya Pradesh,Madhya Pradesh_District_48,2021-22,Region_4,high,12.61,3434.93,260,1260.0,1149.0,,14.0,962.46,0.55,16.87,35.88,,33935.08,1832.0,,2275.21,3616.12
Madhya Pradesh,Madhya Pradesh_District_48,2022-23,Region_4,high,12.82,3696.78,274,,1210.0,1137.0,14.0,1153.29,0.27,16.87,35.58,555131.0,33177.85,2623.0,2360.0,3339.44,4367.54
Madhya Pradesh,Madhya Pradesh_District_48,2023-24,Region_4,high,12.39,3454.39,288,1238.0,1202.0,1112.0,10.0,1286.6,0.88,16.87,35.28,561204.0,34333.24,4205.0,3994.0,5686.35,3734.91
Madhya Pradesh,Madhya Pradesh_District_49,2014-15,Region_1,high,18.72,2892.8,162,1871.0,1764.0,1718.0,20.0,992.07,0.51,27.23,22.95,,61546.67,3972.0,1986.0,2885.49,3345.9
Madhya Pradesh,Madhya Pradesh_District_49,2015-16,Region_1,high,20.99,3787.24,176,2099.0,1975.0,1743.0,23.0,855.44,0.55,27.23,22.65,1062234.0,63645.42,3654.0,2009.0,2855.01,4352.82
Madhya Pradesh,Madhya Pradesh_District_49,2016-17,Region_1,high,19.44,3370.22,190,1944.0,1865.0,,22.0,972.88,0.82,27.23,22.35,620104.0,36507.88,,2822.0,3511.47,3948.03
Madhya Pradesh,Madhya Pradesh_District_49,2017-18,Region_1,high,18.82,3998.9,204,1881.0,1630.0,1526.0,21.0,1202.64,0.87,27.23,22.05,776408.0,46423.33,2492.0,1619.0,1982.76,4733.92
Madhya Pradesh,Madhya Pradesh_District_49,2018-19,Region_1,high,22.19,4998.71,218,2218.0,2072.0,2003.0,25.0,847.09,0.61,27.23,21.75,1055776.0,64281.13,4409.0,3086.0,3762.2,5882.95
Madhya Pradesh,Madhya Pradesh_District_49,2019-20,Region_1,high,20.53,4649.35,232,,1760.0,1651.0,19.0,1129.18,0.39,27.23,21.45,799417.0,48313.68,,3451.0,4995.77,5196.07
Madhya Pradesh,Madhya Pradesh_District_49,2020-21,Region_1,high,33.32,7559.9,246,3332.0,3252.0,3006.0,28.0,869.97,0.28,27.23,21.15,736799.0,44291.12,2897.0,,2805.08,9016.13
Madhya Pradesh,Madhya Pradesh_District_49,2021-22,Region_1,high,23.38,5490.29,260,,2009.0,1859.0,19.0,734.76,0.42,27.23,20.85,567370.0,33878.29,3302.0,2806.0,3461.35,6022.84
Madhya Pradesh,Madhya Pradesh_District_49,2022-23,Region_1,high,21.61,5430.89,274,,,1696.0,19.0,1004.42,0.87,27.23,20.55,596589.0,35686.4,4618.0,4156.0,5890.12,6366.86
Madhya Pradesh,Madhya Pradesh_District_49,2023-24,Region_1,high,24.17,7619.31,288,,2294.0,,22.0,752.2,0.5,27.23,20.25,643576.0,38902.87,4977.0,4728.0,6336.5,8827.36
Madhya Pradesh,Madhya Pradesh_District_50,2014-15,Region_2,high,16.52,2876.52,162,1651.0,1592.0,1400.0,19.0,1266.79,0.37,15.26,27.32,409378.0,24375.32,3770.0,1885.0,2434.31,3043.2
Madhya Pradesh,Madhya Pradesh_District_50,2015-16,Region_2,high,19.5,3583.93,176,1949.0,1739.0,1620.0,20.0,857.26,0.43,15.26,27.02,529054.0,32247.49,2446.0,1345.0,1681.16,3934.58
Madhya Pradesh,Madhya Pradesh_District_50,2016-17,Region_2,high,17.16,3372.0,190,1716.0,1621.0,1548.0,19.0,1211.41,0.29,15.26,26.72,513322.0,30724.98,4926.0,2955.0,4050.48,3643.16
Madhya Pradesh,Madhya Pradesh_District_50,2017-18,Region_2,high,20.24,4289.05,204,2024.0,1963.0,1714.0,16.0,860.83,0.33,15.26,26.42,574154.0,35021.48,1743.0,1132.0,1486.53,4928.24
Madhya Pradesh,Madhya Pradesh_District_50,2018-19,Region_2,high,20.61,4102.98,218,2061.0,1954.0,1702.0,24.0,877.35,0.56,15.26,26.12,417448.0,25217.81,1514.0,,1347.15,4661.83
Madhya Pradesh,Madhya Pradesh_District_50,2019-20,Region_2,high,19.07,4662.93,232,1907.0,1808.0,1694.0,18.0,932.22,0.32,15.26,25.82,576934.0,34785.77,4955.0,,5372.63,4927.07
Madhya Pradesh,Madhya Pradesh_District_50,2020-21,Region_2,high,26.74,6643.38,246,2673.0,2545.0,2256.0,23.0,1332.61,0.05,15.26,25.52,321605.0,19352.89,3598.0,2878.0,3735.2,7587.0
Madhya Pradesh,Madhya Pradesh_District_50,2021-22,Region_2,high,19.74,4722.22,260,1974.0,1857.0,1667.0,21.0,1107.94,0.77,15.26,25.22,558954.0,34010.28,1274.0,1082.0,1456.25,5478.19
Madhya Pradesh,Madhya Pradesh_District_50,2022-23,Region_2,high,22.09,5679.86,274,2208.0,2046.0,1936.0,20.0,864.89,0.31,15.26,24.92,337103.0,20401.54,1848.0,1663.0,2078.6,6089.71
Madhya Pradesh,Madhya Pradesh_District_50,2023-24,Region_2,high,20.41,5988.27,288,2041.0,1829.0,1559.0,17.0,1141.5,0.21,15.26,24.62,393800.0,23778.94,943.0,895.0,1224.54,6395.37
Madhya Pradesh,Madhya Pradesh_District_51,2014-15,Region_3,high,12.71,1894.37,162,,1104.0,,14.0,1253.41,0.55,6.68,31.48,174468.0,10429.73,1857.0,928.0,1135.93,2256.03
Madhya Pradesh,Madhya Pradesh_District_51,2015-16,Region_3,high,13.64,2539.33,176,1364.0,1276.0,1169.0,11.0,971.99,0.69,6.68,31.18,219492.0,12987.98,2364.0,1300.0,1805.35,2964.24
Madhya Pradesh,Madhya Pradesh_District_51,2016-17,Region_3,high,15.29,2816.16,190,1529.0,1308.0,1234.0,,821.45,0.05,6.68,30.88,168903.0,9967.05,2640.0,1584.0,2307.9,3190.13
Madhya Pradesh,Madhya Pradesh_District_51,2017-18,Region_3,high,14.16,3163.0,204,1416.0,1356.0,1175.0,16.0,1087.27,0.06,6.68,30.58,193832.0,11570.33,2574.0,1673.0,2426.47,3634.04
Madhya Pradesh,Madhya Pradesh_District_51,2018-19,Region_3,high,14.42,2947.24,218,1442.0,1257.0,1210.0,,1147.32,0.36,6.68,30.28,221075.0,13266.66,3773.0,2641.0,3548.9,3221.65
Madhya Pradesh,Madhya Pradesh_District_51,2019-20,Region_3,high,13.95,3467.69,232,1394.0,1269.0,1113.0,16.0,1265.75,0.24,6.68,29.98,240051.0,14147.07,4995.0,3746.0,5276.16,3724.44
Madhya Pradesh,Madhya Pradesh_District_51,2020-21,Region_3,high,20.58,4797.72,246,2057.0,1817.0,1616.0,21.0,1205.0,0.36,6.68,29.68,156571.0,9245.55,3554.0,2843.0,4076.09,5398.11
Madhya Pradesh,Madhya Pradesh_District_51,2021-22,Region_3,high,15.2,3897.26,260,,1367.0,1332.0,16.0,1141.02,0.81,6.68,29.38,161417.0,9640.15,2948.0,2505.0,3466.66,4365.82
Madhya Pradesh,Madhya Pradesh_District_51,2022-23,Region_3,high,15.45,4534.51,274,1545.0,1464.0,1392.0,18.0,1006.09,0.06,6.68,29.08,169218.0,10058.72,4500.0,4050.0,5798.26,5391.45
Madhya Pradesh,Madhya Pradesh_District_51,2023-24,Region_3,high,14.93,4408.47,288,1492.0,1296.0,1186.0,12.0,1316.15,0.32,6.68,28.78,150727.0,8867.15,3336.0,3169.0,4144.12,4698.45
Madhya Pradesh,Madhya Pradesh_District_52,2014-15,Region_4,high,13.11,2186.7,162,1311.0,1235.0,1151.0,15.0,1189.85,0.65,28.54,22.7,689013.0,42149.47,4239.0,2119.0,2917.21,2513.3
Madhya Pradesh,Madhya Pradesh_District_52,2015-16,Region_4,high,13.37,2144.53,176,1336.0,1173.0,1143.0,13.0,907.24,0.73,28.54,22.4,786829.0,47704.57,2860.0,1573.0,1893.81,2488.59
Madhya Pradesh,Madhya Pradesh_District_52,2016-17,Region_4,high,13.62,2388.32,190,1361.0,1263.0,,12.0,953.83,0.59,28.54,22.1,,61347.92,4090.0,2454.0,3365.5,2861.0
Madhya Pradesh,Madhya Pradesh_District_52,2017-18,Region_4,high,15.26,2836.37,204,1526.0,1307.0,1261.0,17.0,698.28,0.98,28.54,21.8,,46315.46,2703.0,1756.0,2616.7,3382.35
Madhya Pradesh,Madhya Pradesh_District_52,2018-19,Region_4,high,14.13,3208.35,218,,1376.0,1271.0,11.0,1113.21,0.37,28.54,21.5,911871.0,55120.59,1491.0,1043.0,1374.92,3656.8
Madhya Pradesh,Madhya Pradesh_District_52,2019-20,Region_4,high,14.38,3252.82,232,,1247.0,1212.0,,903.3,0.61,28.54,21.2,571557.0,34657.77,3829.0,2871.0,3453.58,3595.8
Madhya Pradesh,Madhya Pradesh_District_52,2020-21,Region_4,high,20.16,4884.85,246,2015.0,1753.0,1712.0,18.0,1298.45,0.45,28.54,20.9,980540.0,57992.64,1980.0,1584.0,2110.85,5269.95
Madhya Pradesh,Madhya Pradesh_District_52,2021-22,Region_4,high,14.89,3605.03,260,1488.0,,1284.0,12.0,949.27,0.5,28.54,20.6,1068130.0,63280.65,1514.0,1286.0,1798.35,4038.77
Madhya Pradesh,Madhya Pradesh_District_52,2022-23,Region_4,high,15.14,4245.1,274,1513.0,1312.0,1178.0,17.0,1049.47,0.84,28.54,20.3,895291.0,52876.56,2177.0,1959.0,2493.43,4786.86
Madhya Pradesh,Madhya Pradesh_District_52,2023-24,Region_4,high,15.39,4376.05,288,1539.0,1394.0,1348.0,15.0,939.84,0.99,28.54,20.0,894056.0,53132.48,3234.0,3072.0,4217.16,4855.35
West Bengal,West Bengal_District_1,2014-15,Region_1,high,27.0,4204.72,162,2700.0,2566.0,2332.0,,732.26,0.99,23.74,28.13,545020.0,32712.12,3411.0,1705.0,2310.37,4975.8
West Bengal,West Bengal_District_1,2015-16,Region_1,high,25.03,4066.17,176,2502.0,2168.0,1879.0,26.0,967.76,0.55,23.74,27.83,651737.0,39469.16,,,1774.22,4739.03
West Bengal,West Bengal_District_1,2016-17,Region_1,high,28.05,5234.87,190,2805.0,2583.0,2350.0,32.0,826.64,0.23,23.74,27.53,905207.0,55011.78,2188.0,1312.0,1856.73,5807.01
West Bengal,West Bengal_District_1,2017-18,Region_1,high,25.98,5132.99,204,2597.0,2231.0,1992.0,25.0,1016.63,0.52,23.74,27.23,928448.0,55291.11,4561.0,2964.0,3760.3,5536.68
West Bengal,West Bengal_District_1,2018-19,Region_1,high,26.45,5445.05,218,2645.0,2404.0,2146.0,28.0,939.83,0.78,23.74,26.93,717488.0,42464.43,4525.0,3167.0,4078.69,6314.46
West Bengal,West Bengal_District_1,2019-20,Region_1,high,26.93,6825.88,232,2692.0,2462.0,2289.0,25.0,1022.78,0.88,23.74,26.63,796788.0,47737.26,2469.0,1851.0,2696.24,7218.55
West Bengal,West Bengal_District_1,2020-21,Region_1,high,39.73,9754.98,246,3973.0,3563.0,3489.0,,1004.28,0.12,23.74,26.33,755023.0,45630.6,4704.0,3763.0,5396.37,11184.84
West Bengal,West Bengal_District_1,2021-22,Region_1,high,26.48,6711.25,260,2648.0,2298.0,2216.0,29.0,1236.81,0.14,23.74,26.03,834466.0,50372.89,2781.0,2363.0,2941.91,7378.71
West Bengal,West Bengal_District_1,2022-23,Region_1,high,31.18,8889.42,274,3118.0,2930.0,2665.0,26.0,849.11,0.76,23.74,25.73,624258.0,37185.94,3651.0,3285.0,4054.09,10439.38
West Bengal,West Bengal_District_1,2023-24,Region_1,high,28.82,7779.46,288,2882.0,2719.0,2547.0,,1099.88,0.74,23.74,25.43,564495.0,33405.81,1564.0,1485.0,1945.0,9094.58
West Bengal,West Bengal_District_2,2014-15,Region_2,high,27.07,4240.32,162,2707.0,2493.0,2152.0,28.0,785.85,0.53,6.47,14.99,171361.0,10336.24,4253.0,2126.0,2660.33,5044.42
West Bengal,West Bengal_District_2,2015-16,Region_2,high,25.09,4789.29,176,2508.0,2199.0,2041.0,24.0,1193.22,0.22,6.47,14.69,229433.0,13824.3,2725.0,1498.0,2207.9,5299.67
West Bengal,West Bengal_District_2,2016-17,Region_2,high,24.29,4558.58,190,2428.0,2217.0,2161.0,26.0,1317.91,0.3,6.47,14.39,143617.0,8517.8,4890.0,2934.0,4160.23,5412.2
West Bengal,West Bengal_District_2,2017-18,Region_2,high,24.74,5291.32,204,2474.0,2332.0,2071.0,25.0,1277.09,0.8,6.47,14.09,,12617.35,4222.0,2744.0,3978.42,6231.0
West Bengal,West Bengal_District_2,2018-19,Region_2,high,29.17,6780.74,218,2917.0,2665.0,2350.0,29.0,523.38,0.78,6.47,13.79,147658.0,8927.39,2011.0,1407.0,1798.42,8092.65
West Bengal,West Bengal_District_2,2019-20,Region_2,high,26.99,6622.27,232,2699.0,2512.0,2409.0,29.0,952.1,0.53,6.47,13.49,206745.0,12633.5,1362.0,1021.0,1514.16,7352.15
West Bengal,West Bengal_District_2,2020-21,Region_2,high,39.83,10016.18,246,3983.0,3902.0,3811.0,47.0,1022.22,0.51,6.47,13.19,174366.0,10667.54,2549.0,2039.0,2967.87,10842.0
West Bengal,West Bengal_District_2,2021-22,Region_2,high,30.74,8736.66,260,3073.0,2990.0,2807.0,34.0,791.01,0.11,6.47,12.89,152129.0,9208.67,3281.0,2788.0,3422.17,9321.79
West Bengal,West Bengal_District_2,2022-23,Region_2,high,31.26,8509.6,274,,2801.0,2581.0,33.0,861.1,0.33,6.47,12.59,217859.0,13079.65,2589.0,2330.0,3074.07,10035.26
West Bengal,West Bengal_District_2,2023-24,Region_2,high,28.89,7919.89,288,2889.0,2734.0,2451.0,32.0,1086.98,0.82,6.47,12.29,171715.0,10386.12,702.0,666.0,876.24,8723.64
West Bengal,West Bengal_District_3,2014-15,Region_3,high,26.25,3841.47,162,2625.0,2317.0,2247.0,30.0,1060.13,0.03,16.52,35.32,,36352.08,4129.0,2064.0,2483.12,4199.4
West Bengal,West Bengal_District_3,2015-16,Region_3,high,25.42,4111.32,176,2542.0,2233.0,2044.0,,1361.27,0.45,16.52,35.02,615269.0,37087.73,4676.0,2571.0,3470.9,4865.15
West Bengal,West Bengal_District_3,2016-17,Region_3,high,27.27,5065.39,190,2727.0,2496.0,,29.0,1084.27,0.17,16.52,34.72,659239.0,38803.62,4549.0,2729.0,3278.01,5595.4
West Bengal,West Bengal_District_3,2017-18,Region_3,high,27.78,5958.8,204,2778.0,2379.0,2193.0,25.0,954.92,0.59,16.52,34.42,374610.0,22720.98,1478.0,960.0,1216.42,6502.61
West Bengal,West Bengal_District_3,2018-19,Region_3,high,28.29,5959.61,218,,2728.0,2598.0,29.0,918.2,0.75,16.52,34.12,,26741.52,4296.0,3007.0,4145.0,6958.86
West Bengal,West Bengal_District_3,2019-20,Region_3,high,31.68,7454.17,232,3167.0,2820.0,2670.0,27.0,694.11,0.1,16.52,33.82,588015.0,35710.69,4199.0,3149.0,4225.56,8042.09
West Bengal,West Bengal_District_3,2020-21,Region_3,high,42.49,10767.73,246,4248.0,3690.0,,50.0,1102.06,0.11,16.52,33.52,473646.0,28526.55,3997.0,3197.0,4542.67,12869.24
West Bengal,West Bengal_District_3,2021-22,Region_3,high,29.81,7875.62,260,2980.0,2801.0,2704.0,,1064.3,0.25,16.52,33.22,653611.0,39235.61,4238.0,3602.0,4784.12,8768.3
West Bengal,West Bengal_District_3,2022-23,Region_3,high,30.32,9070.14,274,3031.0,2675.0,2298.0,30.0,1089.23,0.95,16.52,32.92,358682.0,21315.86,,959.0,1215.28,9668.06
West Bengal,West Bengal_District_3,2023-24,Region_3,high,29.28,8059.12,288,2927.0,2656.0,2567.0,31.0,1234.19,0.89,16.52,32.62,534665.0,32343.68,4229.0,4017.0,5878.08,9238.94
West Bengal,West Bengal_District_4,2014-15,Region_4,high,19.37,2848.67,162,1936.0,,1698.0,17.0,1179.17,0.87,11.93,36.7,463338.0,28305.02,4469.0,2234.0,3058.57,3267.54
West Bengal,West Bengal_District_4,2015-16,Region_4,high,19.74,3666.24,176,1974.0,1839.0,,21.0,1018.3,0.78,11.93,36.4,471439.0,27785.55,1125.0,618.0,825.3,4061.21
West Bengal,West Bengal_District_4,2016-17,Region_4,high,22.13,4015.12,190,2212.0,2046.0,1754.0,19.0,861.93,0.44,11.93,36.1,416626.0,24684.09,1559.0,935.0,1344.43,4272.07
West Bengal,West Bengal_District_4,2017-18,Region_4,high,22.54,4159.95,204,2254.0,2017.0,1897.0,18.0,640.76,0.08,11.93,35.8,450642.0,27481.41,972.0,631.0,944.75,4553.6
West Bengal,West Bengal_District_4,2018-19,Region_4,high,22.95,5341.1,218,2295.0,2164.0,1937.0,25.0,707.06,0.54,11.93,35.5,463088.0,27333.04,,1313.0,1758.1,6007.12
West Bengal,West Bengal_District_4,2019-20,Region_4,high,20.18,4495.13,232,2018.0,,1764.0,20.0,1226.59,0.48,11.93,35.2,265794.0,15932.95,2103.0,1577.0,2124.71,5341.47
West Bengal,West Bengal_District_4,2020-21,Region_4,high,31.34,8205.07,246,3134.0,2981.0,2732.0,28.0,992.85,0.49,11.93,34.9,349636.0,21031.61,4999.0,3999.0,5571.62,9469.8
West Bengal,West Bengal_District_4,2021-22,Region_4,high,21.99,5551.05,260,2199.0,2101.0,1921.0,26.0,943.17,0.35,11.93,34.6,347735.0,20503.57,3571.0,3035.0,3684.47,6037.18
West Bengal,West Bengal_District_4,2022-23,Region_4,high,22.36,5549.92,274,2236.0,,1878.0,26.0,991.74,0.9,11.93,34.3,357863.0,21651.26,1484.0,1335.0,1906.77,6427.6
West Bengal,West Bengal_District_4,2023-24,Region_4,high,21.6,5640.64,288,2159.0,1960.0,1839.0,18.0,1343.02,0.72,11.93,34.0,336634.0,20555.26,,2337.0,3495.27,5970.76
West Bengal,West Bengal_District_5,2014-15,Region_1,high,22.2,3885.96,162,2220.0,2010.0,1921.0,21.0,781.65,0.41,17.51,38.97,648325.0,39112.09,1134.0,567.0,790.91,4191.79
West Bengal,West Bengal_District_5,2015-16,Region_1,high,20.58,3382.81,176,2057.0,1754.0,1539.0,20.0,1173.26,0.36,17.51,38.67,518946.0,31138.62,1614.0,887.0,1246.72,3909.31
West Bengal,West Bengal_District_5,2016-17,Region_1,high,20.97,4153.91,190,2096.0,1857.0,,24.0,1063.96,0.86,17.51,38.37,638340.0,37723.12,2183.0,1309.0,1830.51,4767.93
West Bengal,West Bengal_District_5,2017-18,Region_1,high,21.36,4044.05,204,2136.0,1934.0,1668.0,20.0,1169.27,0.23,17.51,38.07,355561.0,21673.52,2871.0,1866.0,2714.92,4282.59
West Bengal,West Bengal_District_5,2018-19,Region_1,high,23.93,5531.96,218,2392.0,2153.0,1887.0,19.0,864.61,0.14,17.51,37.77,378113.0,22922.77,2501.0,1750.0,2481.25,6374.71
West Bengal,West Bengal_District_5,2019-20,Region_1,high,24.36,5247.04,232,2435.0,2308.0,2178.0,,712.48,0.42,17.51,37.47,377388.0,22201.37,,1347.0,1620.13,5690.47
West Bengal,West Bengal_District_5,2020-21,Region_1,high,32.67,8735.5,246,3267.0,2923.0,2741.0,28.0,1038.57,0.93,17.51,37.17,566855.0,33507.37,509.0,407.0,602.14,9899.37
West Bengal,West Bengal_District_5,2021-22,Region_1,high,22.92,5761.53,260,2292.0,2045.0,1844.0,24.0,1178.92,0.18,17.51,36.87,548455.0,33467.19,614.0,521.0,735.89,6335.09
West Bengal,West Bengal_District_5,2022-23,Region_1,high,22.15,5627.25,274,2214.0,,1751.0,,1339.97,0.48,17.51,36.57,,27300.73,519.0,467.0,696.33,6705.0
West Bengal,West Bengal_District_5,2023-24,Region_1,high,22.51,7126.11,288,2251.0,2110.0,1812.0,19.0,1697.93,0.05,17.51,36.27,671155.0,40478.78,4294.0,4079.0,5994.01,7961.23
West Bengal,West Bengal_District_6,2014-15,Region_2,high,14.66,2217.07,162,,1331.0,1190.0,14.0,808.03,0.85,6.66,19.42,,11495.33,4717.0,2358.0,2905.9,2360.93
West Bengal,West Bengal_District_6,2015-16,Region_2,high,13.59,2394.67,176,1358.0,1289.0,1131.0,15.0,955.02,0.75,6.66,19.12,256421.0,15468.64,976.0,536.0,787.16,2799.07
West Bengal,West Bengal_District_6,2016-17,Region_2,high,13.85,2671.55,190,1384.0,1224.0,1145.0,,926.33,0.34,6.66,18.82,147700.0,8917.3,4657.0,2794.0,3487.84,3044.38
West Bengal,West Bengal_District_6,2017-18,Region_2,high,14.11,2854.23,204,1410.0,1251.0,1120.0,11.0,903.93,0.38,6.66,18.52,264113.0,15925.89,2753.0,1789.0,2352.74,3227.87
West Bengal,West Bengal_District_6,2018-19,Region_2,high,15.8,3289.96,218,1579.0,1379.0,1271.0,17.0,888.97,0.6,6.66,18.22,153655.0,9046.99,1610.0,,1683.64,3863.44
West Bengal,West Bengal_District_6,2019-20,Region_2,high,16.08,4051.51,232,1608.0,1459.0,1426.0,,568.59,0.62,6.66,17.92,165315.0,9973.67,2201.0,1650.0,2290.05,4439.43
West Bengal,West Bengal_District_6,2020-21,Region_2,high,21.57,4909.91,246,2157.0,1886.0,1674.0,24.0,1120.25,0.27,6.66,17.62,156340.0,9539.07,,2281.0,3226.86,5236.6
West Bengal,West Bengal_District_6,2021-22,Region_2,high,14.38,4081.1,260,1437.0,1271.0,1129.0,12.0,1372.38,0.12,6.66,17.32,150489.0,8933.0,3390.0,,3850.77,4624.14
West Bengal,West Bengal_District_6,2022-23,Region_2,high,15.39,3813.71,274,1539.0,1384.0,1188.0,17.0,1118.5,0.37,6.66,17.02,231553.0,14116.58,1563.0,1406.0,1879.67,4109.94
West Bengal,West Bengal_District_6,2023-24,Region_2,high,15.65,4526.57,288,1564.0,1340.0,1263.0,15.0,1126.02,0.78,6.66,16.72,243774.0,14492.92,4564.0,4335.0,6500.8,5377.08
